S2 needed patches: 4200; last needed product: S2A_MSIL2A_20170704T112111_N9999_R037_T29SND
S1 needed scenes: 4200; last needed product: S1A_IW_GRDH_1SDV_20170706T064300
[BigEarthNet-S2.tar.zst] 4200 needed ids total; 0 already complete on disk; 4200 remaining.
[BigEarthNet-S2.tar.zst] attempt 1/8, 4200 ids remaining ...
[BigEarthNet-S2.tar.zst] members=500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=11s
[BigEarthNet-S2.tar.zst] members=1000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=20s
[BigEarthNet-S2.tar.zst] members=1500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=30s
[BigEarthNet-S2.tar.zst] members=2000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=39s
[BigEarthNet-S2.tar.zst] members=2500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=50s
[BigEarthNet-S2.tar.zst] members=3000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=59s
[BigEarthNet-S2.tar.zst] members=3500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=70s
[BigEarthNet-S2.tar.zst] members=4000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=79s
[BigEarthNet-S2.tar.zst] members=4500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=89s
[BigEarthNet-S2.tar.zst] members=5000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=99s
[BigEarthNet-S2.tar.zst] members=5500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=108s
[BigEarthNet-S2.tar.zst] members=6000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=118s
[BigEarthNet-S2.tar.zst] members=6500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=128s
[BigEarthNet-S2.tar.zst] members=7000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=137s
[BigEarthNet-S2.tar.zst] members=7500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=147s
[BigEarthNet-S2.tar.zst] members=8000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=156s
[BigEarthNet-S2.tar.zst] members=8500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=163s
[BigEarthNet-S2.tar.zst] members=9000 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=167s
[BigEarthNet-S2.tar.zst] members=9500 products_seen=1 ids_found_this_pass=0/4200 written=0 (0.0 MB) elapsed=171s
